String ID,enu,Comment
content-model.cm_contentmodel.aspect.exif_exif.title,EXIF, 
content-model.cm_contentmodel.aspect.exif_exif.description,Subset of the standard EXIF metadata, 
content-model.cm_contentmodel.property.exif_dateTimeOriginal.title,Date and Time, 
content-model.cm_contentmodel.property.exif_dateTimeOriginal.description,Date and time when original image was generated, 
content-model.cm_contentmodel.property.exif_pixelXDimension.title,Image Width, 
content-model.cm_contentmodel.property.exif_pixelXDimension.description,The width of the image in pixels, 
content-model.cm_contentmodel.property.exif_pixelYDimension.title,Image Height, 
content-model.cm_contentmodel.property.exif_pixelYDimension.description,The height of the image in pixels, 
content-model.cm_contentmodel.property.exif_exposureTime.title,Exposure Time, 
content-model.cm_contentmodel.property.exif_exposureTime.description,"Exposure time, in seconds", 
content-model.cm_contentmodel.property.exif_fNumber.title,F Number, 
content-model.cm_contentmodel.property.exif_fNumber.description,F Number, 
content-model.cm_contentmodel.property.exif_flash.title,Flash Activated, 
content-model.cm_contentmodel.property.exif_flash.description,Whether the flash activated when the picture was taken, 
content-model.cm_contentmodel.property.exif_focalLength.title,Focal Length, 
content-model.cm_contentmodel.property.exif_focalLength.description,"Focal length of the lens, in millimeters", 
content-model.cm_contentmodel.property.exif_isoSpeedRatings.title,ISO Speed, 
content-model.cm_contentmodel.property.exif_isoSpeedRatings.description,ISO Speed, 
content-model.cm_contentmodel.property.exif_manufacturer.title,Camera Manufacturer, 
content-model.cm_contentmodel.property.exif_manufacturer.description,Manufacturer of the camera that took the picture, 
content-model.cm_contentmodel.property.exif_model.title,Camera Model, 
content-model.cm_contentmodel.property.exif_model.description,Model of the camera that took the picture, 
content-model.cm_contentmodel.property.exif_software.title,Camera Software, 
content-model.cm_contentmodel.property.exif_software.description,Software on the camera that took the picture, 
content-model.cm_contentmodel.property.exif_orientation.title,Orientation, 
content-model.cm_contentmodel.property.exif_orientation.description,Orientation of the picture, 
content-model.cm_contentmodel.property.exif_xResolution.title,Horizontal Resolution, 
content-model.cm_contentmodel.property.exif_xResolution.description,Horizontal resolution in pixels per unit, 
content-model.cm_contentmodel.property.exif_yResolution.title,Vertical Resolution, 
content-model.cm_contentmodel.property.exif_yResolution.description,Vertical resolution in pixels per unit, 
content-model.cm_contentmodel.property.exif_resolutionUnit.title,Resolution Unit, 
content-model.cm_contentmodel.property.exif_resolutionUnit.description,Unit used for horizontal and vertical resolution, 
content-model.cm_contentmodel.aspect.audio_audio.title,Audio, 
content-model.cm_contentmodel.aspect.audio_audio.description,Subset of the standard xmpDM Audio metadata, 
content-model.cm_contentmodel.property.audio_album.title,Album, 
content-model.cm_contentmodel.property.audio_album.description,Album, 
content-model.cm_contentmodel.property.audio_artist.title,Artist, 
content-model.cm_contentmodel.property.audio_artist.description,Artist who performed the work, 
content-model.cm_contentmodel.property.audio_composer.title,Composer, 
content-model.cm_contentmodel.property.audio_composer.description,Composer who composed the work, 
content-model.cm_contentmodel.property.audio_engineer.title,Engineer, 
content-model.cm_contentmodel.property.audio_engineer.description,Recording Engineer, 
content-model.cm_contentmodel.property.audio_genre.title,Genre, 
content-model.cm_contentmodel.property.audio_genre.description,Genre of the music, 
content-model.cm_contentmodel.property.audio_trackNumber.title,Track Number, 
content-model.cm_contentmodel.property.audio_trackNumber.description,Track Number of the work in the Album, 
content-model.cm_contentmodel.property.audio_releaseDate.title,Release Date, 
content-model.cm_contentmodel.property.audio_releaseDate.description,Release Date, 
content-model.cm_contentmodel.property.audio_sampleRate.title,Sample Rate, 
content-model.cm_contentmodel.property.audio_sampleRate.description,Sample Rate, 
content-model.cm_contentmodel.property.audio_sampleType.title,Sample Type, 
content-model.cm_contentmodel.property.audio_sampleType.description,"Audio Sample Type, typically one of 8Int, 16Int, 32Int or 32Float", 
content-model.cm_contentmodel.property.audio_channelType.title,Channel Type, 
content-model.cm_contentmodel.property.audio_channelType.description,"Audio Channel Type, typically one of Mono, Stereo, 5.1 or 7.1", 
content-model.cm_contentmodel.property.audio_compressor.title,Compressor, 
content-model.cm_contentmodel.property.audio_compressor.description,"Audio Compressor Used, such as MP3 or FLAC", 
content-model.cm_contentmodel.aspect.cm_indexControl.title,Index Control, 
content-model.cm_contentmodel.aspect.cm_indexControl.description,Control Index Behaviour, 
content-model.cm_contentmodel.property.cm_isIndexed.title,Is Indexed, 
content-model.cm_contentmodel.property.cm_isIndexed.description,Is the node indexed and can be found via search., 
content-model.cm_contentmodel.property.cm_isContentIndexed.title,Is Content Indexed, 
content-model.cm_contentmodel.property.cm_isContentIndexed.description,Are the node's d:content properties indexed?, 
content-model.cm_contentmodel.property.cm_tagScopeSummary.title,Tag Summary, 
content-model.cm_contentmodel.property.cm_tagScopeSummary.description,Tag Summary, 
content-filter-languages.content_filter_lang.aa,Afar, 
content-filter-languages.content_filter_lang.ab,Abkhazian, 
content-filter-languages.content_filter_lang.ae,Avestan, 
content-filter-languages.content_filter_lang.af,Afrikaans, 
content-filter-languages.content_filter_lang.ak,Akan, 
content-filter-languages.content_filter_lang.am,Amharic, 
content-filter-languages.content_filter_lang.an,Aragonese, 
content-filter-languages.content_filter_lang.ar,Arabic, 
content-filter-languages.content_filter_lang.as,Assamese, 
content-filter-languages.content_filter_lang.av,Avaric, 
content-filter-languages.content_filter_lang.ay,Aymara, 
content-filter-languages.content_filter_lang.az,Azerbaijani, 
content-filter-languages.content_filter_lang.ba,Bashkir, 
content-filter-languages.content_filter_lang.be,Belarusian, 
content-filter-languages.content_filter_lang.bg,Bulgarian, 
content-filter-languages.content_filter_lang.bh,Bihari, 
content-filter-languages.content_filter_lang.bi,Bislama, 
content-filter-languages.content_filter_lang.bm,Bambara, 
content-filter-languages.content_filter_lang.bn,Bengali, 
content-filter-languages.content_filter_lang.bo,Tibetan, 
content-filter-languages.content_filter_lang.br,Breton, 
content-filter-languages.content_filter_lang.bs,Bosnian, 
content-filter-languages.content_filter_lang.ca,Catalan; Valencian, 
content-filter-languages.content_filter_lang.ce,Chechen, 
content-filter-languages.content_filter_lang.ch,Chamorro, 
content-filter-languages.content_filter_lang.co,Corsican, 
content-filter-languages.content_filter_lang.cr,Cree, 
content-filter-languages.content_filter_lang.cs,Czech, 
content-filter-languages.content_filter_lang.cu,Slavic, 
content-filter-languages.content_filter_lang.cv,Chuvash, 
content-filter-languages.content_filter_lang.cy,Welsh, 
content-filter-languages.content_filter_lang.da,Danish, 
content-filter-languages.content_filter_lang.de,German, 
content-filter-languages.content_filter_lang.dv,Maldivian, 
content-filter-languages.content_filter_lang.dz,Dzongkha, 
content-filter-languages.content_filter_lang.ee,Ewe, 
content-filter-languages.content_filter_lang.el,Greek, 
content-filter-languages.content_filter_lang.en,English, 
content-filter-languages.content_filter_lang.eo,Esperanto, 
content-filter-languages.content_filter_lang.es,Spanish, 
content-filter-languages.content_filter_lang.et,Estonian, 
content-filter-languages.content_filter_lang.eu,Basque, 
content-filter-languages.content_filter_lang.fa,Persian, 
content-filter-languages.content_filter_lang.ff,Fulah, 
content-filter-languages.content_filter_lang.fi,Finnish, 
content-filter-languages.content_filter_lang.fj,Fijian, 
content-filter-languages.content_filter_lang.fo,Faroese, 
content-filter-languages.content_filter_lang.fr,French, 
content-filter-languages.content_filter_lang.fy,Western Frisian, 
content-filter-languages.content_filter_lang.ga,Irish, 
content-filter-languages.content_filter_lang.gd,Gaelic, 
content-filter-languages.content_filter_lang.gl,Galician, 
content-filter-languages.content_filter_lang.gn,Guarani, 
content-filter-languages.content_filter_lang.gu,Gujarati, 
content-filter-languages.content_filter_lang.gv,Manx, 
content-filter-languages.content_filter_lang.ha,Hausa, 
content-filter-languages.content_filter_lang.he,Hebrew, 
content-filter-languages.content_filter_lang.hi,Hindi, 
content-filter-languages.content_filter_lang.ho,Hiri Motu, 
content-filter-languages.content_filter_lang.hr,Croatian, 
content-filter-languages.content_filter_lang.ht,Haitian, 
content-filter-languages.content_filter_lang.hu,Hungarian, 
content-filter-languages.content_filter_lang.hy,Armenian, 
content-filter-languages.content_filter_lang.hz,Herero, 
content-filter-languages.content_filter_lang.ia,Interlingua, 
content-filter-languages.content_filter_lang.id,Indonesian, 
content-filter-languages.content_filter_lang.ie,Interlingue, 
content-filter-languages.content_filter_lang.ig,Igbo, 
content-filter-languages.content_filter_lang.ii,Sichuan Yi, 
content-filter-languages.content_filter_lang.ik,Inupiaq, 
